name,strands,chr,start_pos,end_pos,score,count,TC_content,window_number,repdomains,norm
Initiation_Zones,-,.,0,100,.,0.084818116506238,12.5730994152047,-100,ERD,0.00674599903375195
Initiation_Zones,+,.,0,100,.,0.0965171670588225,12.5801169590643,-100,ERD,0.00767219950123589
Initiation_Zones,-,.,0,100,.,0.0955422461794405,12.4140350877193,-91,ERD,0.00769630869449987
Initiation_Zones,+,.,0,100,.,0.0818933538680918,12.5695906432749,-91,ERD,0.00651519657180781
Initiation_Zones,-,.,0,100,.,0.120890189043374,12.3824561403509,-1,ERD,0.00976302178446061
Initiation_Zones,+,.,0,100,.,0.117965426405228,12.4994152046784,-1,ERD,0.00943767564110316
Initiation_Zones,-,.,0,100,.,0.0994419296969686,12.5567251461988,0,ERD,0.00791941597344525
Initiation_Zones,+,.,0,100,.,0.107241296732025,12.4549707602339,0,ERD,0.00861032103539124
Initiation_Zones,-,.,0,100,.,0.116015584646463,12.8608187134503,1,ERD,0.00902085529944764
Initiation_Zones,+,.,0,100,.,0.116015584646463,12.4959064327485,1,ERD,0.009284287240053
Initiation_Zones,-,.,0,100,.,0.125764793440284,12.8350877192982,2,ERD,0.0097985145244617
Initiation_Zones,+,.,0,100,.,0.105291454973261,12.4912280701754,2,ERD,0.00842923164814027
Initiation_Zones,-,.,0,100,.,0.107241296732025,12.5801169590643,3,ERD,0.00852466611248432
Initiation_Zones,+,.,0,100,.,0.11894034728461,12.2690058479532,3,ERD,0.00969437530298772
Initiation_Zones,-,.,0,100,.,0.122840030802138,12.4631578947368,4,ERD,0.00985625247145531
Initiation_Zones,+,.,0,100,.,0.0994419296969686,12.5122807017544,4,ERD,0.0079475462601335
Initiation_Zones,-,.,0,100,.,0.111140980249553,12.3906432748538,5,ERD,0.00896975062425599
Initiation_Zones,+,.,0,100,.,0.104316534093879,12.719298245614,5,ERD,0.00820143785289806
Initiation_Zones,-,.,0,100,.,0.107241296732025,12.6479532163743,6,ERD,0.00847894476658788
Initiation_Zones,+,.,0,100,.,0.110166059370171,12.5906432748538,6,ERD,0.00874983564900105
Initiation_Zones,-,.,0,100,.,0.103341613214497,12.8491228070175,7,ERD,0.00804269791538274
Initiation_Zones,+,.,0,100,.,0.0945673253000584,12.2783625730994,7,ERD,0.00770194924095541
Initiation_Zones,-,.,0,100,.,0.121865109922756,12.7508771929825,8,ERD,0.009557390293887
Initiation_Zones,+,.,0,100,.,0.0877428791443841,12.4210526315789,8,ERD,0.00706404535484448
Initiation_Zones,-,.,0,100,.,0.0926174835412943,12.5602339181287,-90,ERD,0.00737386613537635
Initiation_Zones,+,.,0,100,.,0.0955422461794405,12.4397660818713,-90,ERD,0.00768038928952817
Initiation_Zones,-,.,0,100,.,0.101391771455733,12.2912280701754,9,ERD,0.00824911643302421
Initiation_Zones,+,.,0,100,.,0.110166059370171,12.9801169590643,9,ERD,0.00848729327459869
Initiation_Zones,-,.,0,100,.,0.104316534093879,12.2514619883041,10,ERD,0.0085146192506221
Initiation_Zones,+,.,0,100,.,0.115040663767081,13.0444444444444,10,ERD,0.00881913095318341
Initiation_Zones,-,.,0,100,.,0.106266375852643,12.5707602339181,11,ERD,0.00845345658299309
Initiation_Zones,+,.,0,100,.,0.0789685912299457,12.4900584795322,11,ERD,0.00632251573196025
Initiation_Zones,-,.,0,100,.,0.0896927209031482,12.2035087719298,12,ERD,0.00734974855014296
Initiation_Zones,+,.,0,100,.,0.116015584646463,12.8491228070175,12,ERD,0.00902906652764666
Initiation_Zones,-,.,0,100,.,0.0926174835412943,11.9684210526316,13,ERD,0.00773848807073259
Initiation_Zones,+,.,0,100,.,0.0994419296969686,12.3789473684211,13,ERD,0.00803314908266328
Initiation_Zones,-,.,0,100,.,0.113090822008317,12.225730994152,14,ERD,0.00925022986866079
Initiation_Zones,+,.,0,100,.,0.0906676417825302,12.8912280701754,14,ERD,0.00703328195645648
Initiation_Zones,-,.,0,100,.,0.109191138490789,12.387134502924,15,ERD,0.00881488276929701
Initiation_Zones,+,.,0,100,.,0.111140980249553,12.7497076023392,15,ERD,0.0087171395388834
Initiation_Zones,-,.,0,100,.,0.0935924044206764,12.2970760233918,16,ERD,0.00761094785806337
Initiation_Zones,+,.,0,100,.,0.084818116506238,12.5497076023392,16,ERD,0.00675857312328364
Initiation_Zones,-,.,0,100,.,0.105291454973261,12.833918128655,17,ERD,0.00820415510818719
Initiation_Zones,+,.,0,100,.,0.100416850576351,12.1356725146199,17,ERD,0.00827451881676752
Initiation_Zones,-,.,0,100,.,0.0955422461794405,12.5719298245614,18,ERD,0.00759964838435404
Initiation_Zones,+,.,0,100,.,0.0955422461794405,12.3286549707602,18,ERD,0.00774960824242687
Initiation_Zones,-,.,0,100,.,0.0828682747474739,12.6701754385965,-89,ERD,0.0065404204660842
Initiation_Zones,+,.,0,100,.,0.0887178000237661,12.3824561403509,-89,ERD,0.00716479824504771
Initiation_Zones,-,.,0,100,.,0.0994419296969686,12.7672514619883,19,ERD,0.00778882831540016
Initiation_Zones,+,.,0,100,.,0.0896927209031482,12.4292397660819,19,ERD,0.00721626765523588
Initiation_Zones,-,.,0,100,.,0.111140980249553,12.7602339181287,20,ERD,0.00870994849801723
Initiation_Zones,+,.,0,100,.,0.111140980249553,12.272514619883,20,ERD,0.00905608864131974
Initiation_Zones,-,.,0,100,.,0.103341613214497,12.4421052631579,21,ERD,0.00830579801639357
Initiation_Zones,+,.,0,100,.,0.108216217611407,12.3918128654971,21,ERD,0.00873288023197291
Initiation_Zones,-,.,0,100,.,0.104316534093879,12.566081871345,22,ERD,0.00830143676938444
Initiation_Zones,+,.,0,100,.,0.0965171670588225,12.2994152046784,22,ERD,0.0078472972456536
Initiation_Zones,-,.,0,100,.,0.110166059370171,12.3298245614035,23,ERD,0.00893492513389265
Initiation_Zones,+,.,0,100,.,0.111140980249553,12.8140350877193,23,ERD,0.00867337879822636
Initiation_Zones,-,.,0,100,.,0.107241296732025,12.4,24,ERD,0.0086484916719375
Initiation_Zones,+,.,0,100,.,0.0974920879382045,12.766081871345,24,ERD,0.00763680578902106
Initiation_Zones,-,.,0,100,.,0.110166059370171,12.2105263157895,25,ERD,0.00902222037945367
Initiation_Zones,+,.,0,100,.,0.086767958265002,12.6,25,ERD,0.00688634589404778
Initiation_Zones,-,.,0,100,.,0.0994419296969686,12.5134502923977,26,ERD,0.00794680342937734
Initiation_Zones,+,.,0,100,.,0.0926174835412943,12.2701754385965,26,ERD,0.00754817924199854
Initiation_Zones,-,.,0,100,.,0.103341613214497,12.4011695906433,27,ERD,0.00833321506162358
Initiation_Zones,+,.,0,100,.,0.106266375852643,12.4619883040936,27,ERD,0.00852724085912808
Initiation_Zones,-,.,0,100,.,0.0906676417825302,12.353216374269,28,ERD,0.00733959796667898
Initiation_Zones,+,.,0,100,.,0.0935924044206764,12.4561403508772,28,ERD,0.0075137564112374
Initiation_Zones,-,.,0,100,.,0.0721441450742714,12.4654970760234,-88,ERD,0.00578750647762263
Initiation_Zones,+,.,0,100,.,0.0887178000237661,12.4327485380117,-88,ERD,0.00713581552401882
Initiation_Zones,-,.,0,100,.,0.122840030802138,12.5426900584795,29,ERD,0.00979375478700371
Initiation_Zones,+,.,0,100,.,0.0945673253000584,12.4678362573099,29,ERD,0.0075849027327908
