dataset,chromosomes,start_position,end_position,score,dataset_strand,counts,sample_names,file_names,layout,cell_line,product,method,uv_exposure,treatment,phase,time_after_exposure,replicate,project,sample_source,sample_strand,mapped_reads,RPKM,windows,repdomains
iz,.,0,100,0,.,0.72018779342723,Hela_CPD_XR_NA_early_12_NA,HXEC_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,early,12,_,repair_replication,Sancar,+,20386700,0.353263546050724,-100,ERD
iz,.,0,100,0,.,0.733802816901408,Hela_CPD_XR_NA_late_12_NA,HXLC_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,late,12,_,repair_replication,Sancar,+,24781539,0.29610865447114,-100,ERD
iz,.,0,100,0,.,2.03051643192488,Hela_CPD_XR_NA_early_120_NA,Hela15X2_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,early,120,_,repair_replication,Hu,-,78591648,0.25836287743004,-100,ERD
iz,.,0,100,0,.,1.90516431924883,Hela_CPD_XR_NA_late_120_NA,Hela35X3_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,late,120,_,repair_replication,Hu,-,80093736,0.237866831339822,-100,ERD
iz,.,0,100,0,.,1.82582159624413,Hela_CPD_XR_NA_late_120_NA,Hela35X3_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,late,120,_,repair_replication,Hu,+,80093736,0.227960598097725,-100,ERD
iz,.,0,100,0,.,0.762441314553991,Hela_CPD_XR_NA_late_12_NA,HXLC_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,late,12,_,repair_replication,Sancar,-,24781539,0.307665038298869,-100,ERD
iz,.,0,100,0,.,1.97230046948357,Hela_CPD_XR_NA_early_120_NA,Hela15X2_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,early,120,_,repair_replication,Hu,+,78591648,0.250955479325687,-100,ERD
iz,.,0,100,0,.,0.769014084507042,Hela_CPD_XR_NA_early_12_NA,HXEC_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,early,12,_,repair_replication,Sancar,-,20386700,0.377213616969417,-100,ERD
iz,.,0,100,0,.,0.733802816901408,Hela_CPD_XR_NA_late_12_NA,HXLC_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,late,12,_,repair_replication,Sancar,+,24781539,0.29610865447114,-91,ERD
iz,.,0,100,0,.,0.799530516431925,Hela_CPD_XR_NA_late_12_NA,HXLC_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,late,12,_,repair_replication,Sancar,-,24781539,0.322631502600353,-91,ERD
iz,.,0,100,0,.,1.95446009389671,Hela_CPD_XR_NA_early_120_NA,Hela15X2_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,early,120,_,repair_replication,Hu,+,78591648,0.248685470229192,-91,ERD
iz,.,0,100,0,.,1.88075117370892,Hela_CPD_XR_NA_late_120_NA,Hela35X3_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,late,120,_,repair_replication,Hu,-,80093736,0.234818759573023,-91,ERD
iz,.,0,100,0,.,2.00093896713615,Hela_CPD_XR_NA_early_120_NA,Hela15X2_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,early,120,_,repair_replication,Hu,-,78591648,0.254599441296377,-91,ERD
iz,.,0,100,0,.,0.763380281690141,Hela_CPD_XR_NA_early_12_NA,HXEC_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,early,12,_,repair_replication,Sancar,-,20386700,0.37445014724803,-91,ERD
iz,.,0,100,0,.,0.699530516431925,Hela_CPD_XR_NA_early_12_NA,HXEC_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,early,12,_,repair_replication,Sancar,+,20386700,0.343130823738969,-91,ERD
iz,.,0,100,0,.,1.78967136150235,Hela_CPD_XR_NA_late_120_NA,Hela35X3_comb,single,HeLa_S3,CPD,XR_seq,20J,NA,late,120,_,repair_replication,Hu,+,80093736,0.223447107212273,-91,ERD
